GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
NUT0174,IV,1459755,1461696,+,1942,452,440,70,2031,1678,1870,1999,2357,2664,111,82,328,903,903,1603,1316,1007,1003,2050,1900,285,244,629,533,721,802,207,204,1494,747,704,77,77,1687
NUT0175,IV,1483659,1485539,+,1881,101,94,16,242,220,234,238,392,420,10,19,68,70,94,147,190,240,196,512,410,56,76,169,196,172,170,70,80,288,272,293,95,68,312
NUT0176,IV,1493413,1494267,+,855,31,35,5,246,182,183,296,354,443,0,2,17,89,106,211,204,138,124,238,187,15,13,246,279,272,256,14,5,129,140,112,2,0,128
NUT0177,IV,1496730,1498160,+,1431,33,35,24,572,497,529,775,920,1114,25,19,18,430,429,780,643,368,442,767,779,79,64,394,394,910,812,32,17,360,203,182,26,16,396
NUT0178,IV,1500705,1502461,+,1757,129,106,42,375,287,311,486,576,688,58,42,73,240,231,426,332,302,332,478,430,131,141,147,189,148,132,136,120,255,286,289,96,94,303
NUT0170,IV,1427361,1429053,+,1693,79,76,36,886,782,809,894,1221,1345,33,41,75,312,259,440,434,256,202,1044,866,70,84,149,152,353,324,63,74,443,150,171,34,30,513
NUT0179,IV,1502640,1505003,+,2364,4,2,0,191,133,134,151,183,257,5,1,1,78,84,146,99,57,55,128,116,6,7,32,36,387,368,13,16,48,42,28,3,2,60
NUT0160,IV,1296926,1298350,+,1425,81,91,30,448,371,394,549,577,825,39,30,58,86,91,200,153,114,115,390,379,46,55,228,233,373,400,70,85,97,114,108,30,33,151
NUT0161,IV,1302203,1302694,+,492,194,256,115,821,779,813,689,1039,1181,145,247,197,581,744,1003,1030,1056,1014,2209,2078,391,455,456,517,756,858,322,373,494,853,815,200,145,619
NUT0162,IV,1319425,1320944,+,1520,368,453,374,902,817,878,971,1309,1492,479,463,368,715,784,931,795,687,672,1476,1277,648,657,2155,2050,2181,2126,795,789,692,839,765,563,456,790
NUT0163,IV,1325456,1328461,+,3006,24,22,6,166,157,140,184,298,360,12,10,20,266,251,584,441,370,360,135,108,95,105,220,180,392,422,25,34,72,44,59,11,12,69
NUT0164,IV,1359112,1359871,+,760,2,7,3,26,24,28,68,144,168,0,0,5,9,13,17,15,12,4,82,26,1,7,12,14,19,29,8,1,52,42,47,4,1,71
NUT0165,IV,1365064,1366857,+,1794,62,74,25,677,576,675,689,966,1164,38,55,58,625,680,1100,981,464,460,784,698,96,92,1428,1395,1841,1720,88,94,332,221,266,41,42,393
NUT0166,IV,1367008,1367429,+,422,25,37,4,139,107,118,136,157,192,6,4,20,109,85,166,136,101,97,144,136,18,13,152,144,189,233,18,12,88,107,105,9,7,70
NUT0167,IV,1402897,1404582,+,1686,2808,3353,1430,9991,8513,8029,13109,18126,21589,1311,1612,2223,2289,2708,4894,4042,5285,4121,10702,9247,3453,4858,1752,1716,2381,2603,2098,2379,4801,10144,9040,3133,2639,5015
NUT0168,IV,1406057,1408864,+,2808,511,515,67,2547,2374,2619,2387,3179,3681,69,83,382,1195,1309,2696,2507,2436,2341,3593,2905,351,470,198,213,327,362,278,290,1936,1704,1743,253,200,2238
NUT0169,IV,1408910,1411997,+,3088,557,551,189,4221,3781,3803,3857,4522,5495,258,254,505,2856,2693,3679,3104,2516,2409,4571,4199,584,669,1154,993,1400,1331,358,383,1851,1449,1406,201,120,2009
NUT0150,IV,1153824,1156250,+,2427,52,70,43,262,230,216,309,387,436,56,46,38,457,339,260,209,182,153,330,300,64,75,48,42,175,115,19,10,121,179,146,41,42,131
CUT2984,IV,601117,601983,-,867,133,160,235,270,174,241,161,155,187,341,267,132,2808,1892,920,532,475,433,585,596,584,656,2606,1769,3284,3271,481,402,144,244,212,276,260,146
NUT0151,IV,1159556,1161399,+,1844,8,12,21,72,72,72,97,142,142,32,28,8,271,209,129,100,93,65,166,139,33,46,32,31,121,82,4,13,58,49,36,32,32,61
CUT2985,IV,71021,71437,+,417,9,2,0,25,44,32,43,47,54,2,0,1,77,92,127,110,149,105,44,31,28,34,26,26,22,27,2,3,17,11,6,7,9,13
NUT0152,IV,1165364,1168837,+,3474,233,277,149,1730,1519,1667,1957,2293,2792,164,189,202,685,689,989,815,706,687,2350,1905,246,301,2037,2057,3112,3240,294,262,1115,751,711,268,232,1228
NUT0153,IV,1174466,1175607,+,1142,68,110,22,344,299,338,488,608,702,43,48,75,110,123,312,266,343,279,446,318,63,79,220,220,217,221,126,145,283,321,332,123,119,305
NUT0154,IV,1195226,1196848,+,1623,73,70,20,458,415,449,534,682,707,26,20,69,230,259,465,431,373,336,685,559,56,89,189,190,319,325,52,49,311,242,229,41,30,363
NUT0155,IV,1215016,1216822,+,1807,4,5,1,79,65,60,66,94,142,6,3,12,136,132,239,233,159,151,176,118,35,46,167,214,352,326,27,35,74,45,39,5,4,62
NUT0156,IV,1239987,1241096,+,1110,107,117,2,838,791,777,903,1286,1386,5,10,88,208,212,470,471,469,460,1062,777,36,44,307,330,918,833,37,70,373,451,440,14,8,470
NUT0157,IV,1242729,1243158,+,430,217,233,41,1720,1543,1424,1268,1584,1887,39,72,167,552,528,729,613,538,578,1166,1181,75,96,228,237,434,437,102,129,608,449,371,85,54,653
NUT0158,IV,1288186,1289216,+,1031,632,637,74,2013,1814,1842,2183,2601,2912,143,109,491,898,876,1772,1551,1070,1040,1473,1314,330,268,690,540,1065,1077,254,199,1376,730,647,78,49,1523
NUT0159,IV,1292428,1294291,+,1864,87,78,19,559,491,515,631,893,924,30,22,74,194,158,260,223,152,104,425,409,64,70,261,276,368,348,54,68,219,156,181,16,9,299
NUT0140,IV,1013839,1016977,+,3139,254,266,128,1424,1257,1234,1487,1795,1979,132,157,211,2121,2075,2837,2384,1924,1913,1509,1510,359,387,1439,1301,1506,1407,789,784,1457,1234,1272,125,107,1548
NUT0141,IV,1022591,1023159,+,569,15,15,10,150,139,130,98,156,177,5,8,12,98,83,185,150,113,98,156,162,35,36,138,133,239,231,18,28,130,162,157,13,8,168
NUT0142,IV,1030494,1033379,+,2886,201,243,66,1466,1244,1193,1468,1838,2159,52,70,152,728,827,1273,1182,848,843,1622,1511,272,333,1378,1355,1657,1678,179,225,669,663,567,125,119,677
NUT0143,IV,1049687,1050933,+,1247,187,189,30,1949,1694,1827,1784,2369,2739,44,47,141,377,374,704,555,384,348,1147,1081,69,78,455,428,1092,1062,33,38,263,375,350,94,81,297
NUT0144,IV,1059078,1059567,+,490,1,7,0,71,49,73,112,131,130,0,3,4,12,11,35,28,31,27,38,47,4,6,4,10,22,19,1,1,56,87,90,3,3,32
NUT0145,IV,1072748,1075152,+,2405,109,143,53,911,785,811,1014,1244,1568,49,49,84,187,156,319,288,182,178,1018,901,67,81,160,160,236,209,73,58,382,258,249,32,31,483
NUT0146,IV,1090344,1093743,+,3400,37,46,6,421,366,354,486,696,771,13,13,24,141,148,349,340,306,312,571,441,42,34,175,163,258,323,22,28,227,197,192,23,20,276
NUT0147,IV,1106066,1108512,+,2447,133,159,34,744,692,665,817,1090,1188,37,36,90,368,381,722,625,411,377,799,715,124,154,389,343,453,496,79,88,371,298,259,33,30,409
NUT0148,IV,1112504,1116612,+,4109,18,25,2,352,249,267,363,521,552,10,10,21,380,425,849,910,522,484,470,388,59,84,192,201,235,241,30,30,165,144,133,23,16,159
NUT0149,IV,1149666,1150727,+,1062,8,10,9,295,257,274,365,504,641,2,6,8,25,48,67,48,62,46,260,204,18,18,22,28,51,67,24,14,196,97,77,5,7,175
NUT0130,IV,718620,720415,+,1796,51,65,32,291,254,304,319,450,471,25,40,33,206,221,438,401,322,303,454,353,75,97,134,110,264,241,47,74,202,146,171,99,82,270
NUT0131,IV,727794,728156,+,363,6,12,5,114,101,94,122,152,174,10,2,5,42,49,77,66,39,49,100,82,11,9,62,81,109,123,4,7,51,33,27,4,1,60
NUT0132,IV,744191,746159,+,1969,24,31,17,407,327,339,400,509,572,20,9,12,1398,1343,2583,2165,1132,1144,460,383,113,118,63,43,186,216,39,34,381,83,96,57,23,431
NUT0133,IV,794472,796127,+,1656,220,233,56,1833,1647,1677,1791,2340,2730,63,68,190,567,533,939,837,661,597,1964,1837,129,145,353,384,535,563,118,113,803,460,409,28,26,886
NUT0134,IV,831787,832655,+,869,108,103,19,307,291,298,312,416,487,15,25,71,105,100,230,241,135,120,322,261,55,59,164,136,212,193,76,59,141,346,309,49,39,203
NUT0135,IV,854175,856283,+,2109,16,28,9,122,116,145,168,222,274,19,19,25,69,57,111,83,63,84,99,94,49,40,82,49,37,49,29,34,34,27,26,9,14,45
NUT0136,IV,926526,927062,+,537,90,101,26,507,379,450,484,560,558,36,37,90,337,339,542,407,234,211,491,439,100,66,556,468,349,309,51,77,145,193,156,18,23,170
NUT0137,IV,941018,943560,+,2543,9,10,6,216,182,200,285,337,364,6,9,14,350,351,694,551,358,317,292,237,82,76,75,51,72,67,17,19,94,37,38,4,4,83
NUT0138,IV,963333,964739,+,1407,189,224,112,199,203,205,228,310,317,157,129,161,250,310,502,424,438,400,394,290,344,430,1481,1500,843,843,314,346,263,312,327,199,206,294
NUT0139,IV,974581,980150,+,5570,389,386,81,4254,3653,3786,3889,5169,6051,75,97,323,1973,2006,3704,3241,1712,1576,4545,3740,370,386,2043,1943,3904,3985,220,214,1220,1043,878,160,111,1319
NUT0120,IV,542524,544473,+,1950,186,216,96,846,725,785,853,1179,1254,67,106,138,753,731,913,808,966,839,1378,1146,164,201,522,508,1372,1381,90,114,900,1025,945,137,99,1067
NUT0121,IV,544786,545818,+,1033,25,19,14,217,187,209,289,531,535,24,31,29,49,42,80,62,40,29,150,143,3,14,79,75,90,130,4,2,34,30,43,59,38,35
NUT0122,IV,556722,558174,+,1453,50,77,10,1513,1277,1261,1754,2241,2548,42,27,84,659,660,844,695,395,324,1580,1405,84,54,136,121,219,240,67,54,377,436,404,36,21,501
NUT0123,IV,562984,563455,+,472,21,41,5,314,304,270,269,376,393,5,8,22,102,100,159,166,153,157,447,427,22,46,69,72,301,327,35,28,191,130,102,13,20,192
XUT_4F-544,IV,1192685,1194571,+,1887,75,84,25,195,165,186,202,268,285,14,16,54,643,677,1481,1380,1449,1415,211,189,725,906,1413,1441,974,900,25,33,43,38,31,39,22,69
XUT_4F-546,IV,1196552,1197761,+,1210,79,67,28,214,218,224,195,221,297,23,29,55,175,175,245,272,140,137,212,163,63,72,218,176,273,226,75,79,143,113,110,63,61,126
NUT0124,IV,588005,589328,+,1324,72,93,19,469,413,488,403,595,636,14,19,51,157,160,313,255,193,153,543,481,53,53,139,111,249,285,43,50,231,168,161,11,13,290
NUT0125,IV,614207,616250,+,2044,94,113,45,134,119,143,261,282,270,32,33,82,314,280,497,456,456,455,248,185,187,226,896,842,1191,1334,199,176,199,265,289,44,39,210
NUT0126,IV,616539,618419,+,1881,114,119,44,774,721,722,640,935,990,50,45,76,591,619,797,732,620,558,1798,1495,212,208,345,319,575,567,154,122,416,255,244,88,95,491
NUT0127,IV,680490,681745,+,1256,58,58,7,452,414,425,371,490,535,17,11,47,407,407,473,377,453,412,787,731,72,67,158,134,226,215,32,27,208,374,403,10,3,266
NUT0128,IV,699733,701833,+,2101,435,462,271,2433,2120,2162,2248,2913,3307,250,318,329,2702,2535,4189,3755,2392,2237,2862,2654,534,571,2602,2591,2422,2433,174,249,1175,1102,943,1031,809,1291
NUT0129,IV,715535,716781,+,1247,33,24,9,315,291,262,373,546,599,4,7,29,118,135,170,152,107,102,449,295,21,28,90,98,238,250,16,13,139,74,78,14,8,176
NUT0110,IV,407449,408034,+,586,43,38,36,171,168,171,143,247,233,48,41,41,127,162,339,268,291,268,224,213,81,74,128,106,211,170,45,33,132,91,85,75,34,150
NUT0111,IV,417254,421700,+,4447,57,72,27,399,367,365,429,612,654,21,20,39,290,264,479,353,318,296,285,284,82,120,221,166,178,207,88,92,185,177,178,26,17,220
NUT0112,IV,421937,422525,+,589,27,24,8,179,178,162,207,264,314,5,19,18,40,55,44,29,30,42,426,344,12,6,48,44,43,74,10,0,84,67,70,9,6,79
XUT_4F-529,IV,1166582,1167104,+,523,89,98,111,312,302,292,315,412,531,110,140,74,182,170,205,202,227,217,680,473,98,109,466,454,864,939,94,95,255,163,162,197,169,245
XUT_4F-532,IV,1174467,1175687,+,1221,69,110,22,346,304,348,506,625,728,43,48,80,111,126,318,273,349,288,464,326,63,79,231,228,224,232,126,146,292,332,340,126,122,311
XUT_4F-531,IV,1172418,1172836,+,419,33,29,15,39,33,28,54,94,80,9,6,17,150,127,266,199,180,177,89,70,46,49,63,66,84,118,32,16,41,55,36,5,9,53
NUT0113,IV,422586,423614,+,1029,7,3,1,68,62,75,103,146,148,6,4,6,24,23,48,28,26,31,87,69,5,6,33,17,46,56,2,4,28,8,4,8,2,28
NUT0114,IV,482606,484044,+,1439,74,77,39,514,498,517,571,804,870,37,55,58,150,152,407,381,265,243,588,553,57,66,143,140,283,269,35,39,399,291,288,134,102,482
NUT0115,IV,485638,486690,+,1053,81,61,26,556,547,480,564,811,778,25,25,52,320,301,493,377,218,212,802,677,19,20,58,72,91,106,15,28,198,248,228,52,28,199
NUT0116,IV,501780,503225,+,1446,114,112,19,584,548,602,744,1036,1121,23,24,94,350,353,655,668,622,534,739,589,98,119,114,131,184,205,30,19,459,361,412,35,16,519
NUT0117,IV,506338,507810,+,1473,92,87,82,1336,1178,1114,1366,1902,2166,93,96,71,1501,1609,2920,2713,2273,2077,1906,1717,218,282,385,426,767,855,173,190,2144,780,784,128,132,2459
NUT0118,IV,512492,513363,+,872,125,138,50,328,312,328,313,460,530,55,73,96,212,309,389,400,361,319,993,807,136,135,366,365,589,587,138,150,325,356,425,128,108,434
NUT0119,IV,521275,521734,+,460,129,120,156,478,413,416,421,537,566,141,167,100,371,360,147,121,49,69,711,547,14,22,180,123,312,370,5,5,137,147,147,509,444,159
CUT3402,IV,1418962,1420653,+,1692,160,149,29,602,502,503,664,809,894,36,32,96,1035,918,1231,1045,525,563,628,586,228,244,497,364,594,575,41,20,86,65,57,27,29,80
NUT0100,IV,312859,314150,+,1292,299,298,162,662,571,651,752,873,973,163,167,211,664,737,1072,982,747,725,999,911,281,318,462,445,581,512,428,383,526,550,492,197,179,549
NUT0101,IV,315185,316852,+,1668,129,200,116,814,707,781,653,787,906,122,122,125,703,737,739,612,520,557,2983,2804,229,264,112,86,358,341,74,75,655,302,265,90,62,798
NUT0102,IV,320418,321573,+,1156,128,117,63,426,447,416,518,638,674,63,70,94,192,208,313,287,231,219,558,496,119,109,59,51,86,82,81,76,206,203,217,152,108,248
NUT0103,IV,322672,323521,+,850,21805,22391,20429,8008,6818,6935,4465,5822,6925,24145,25032,15612,15699,15896,15603,12230,16132,14724,14185,12994,28913,27928,5924,5416,6785,6351,23031,21891,5128,12624,12291,12713,10490,5542
NUT0104,IV,333136,334802,+,1667,33,41,27,345,319,305,415,594,678,26,25,51,190,235,252,261,185,174,422,430,77,78,655,672,1055,1075,72,57,150,152,174,36,29,164
NUT0105,IV,344362,345592,+,1231,58,70,17,339,278,395,545,628,727,5,4,45,326,333,735,629,389,345,277,234,69,58,213,225,600,529,37,23,233,318,295,17,10,239
NUT0106,IV,357317,359351,+,2035,244,204,53,2901,2647,2622,2993,3827,4445,59,48,161,1213,1283,2129,1779,1189,1212,3254,2977,70,121,602,568,1062,1025,99,93,1764,806,755,60,50,1933
NUT0107,IV,387078,390352,+,3275,316,359,44,468,423,466,386,514,510,45,28,293,244,250,475,460,454,434,935,800,149,207,353,312,356,407,191,192,282,796,786,48,31,282
XUT_4F-562,IV,1238478,1238873,+,396,14,10,2,173,133,155,149,243,273,8,9,13,137,163,175,214,170,167,213,240,13,11,896,935,1185,1268,21,20,93,85,85,11,10,96
NUT0108,IV,392470,393897,+,1428,87,80,22,1227,1068,1156,1401,1851,2103,31,26,78,1743,1738,2571,2141,1154,1171,1047,929,99,106,271,210,472,490,41,51,352,202,168,31,33,349
NUT0109,IV,393979,394150,+,172,1,3,1,34,37,26,44,88,79,0,0,0,58,58,106,99,77,69,37,25,4,3,9,3,30,15,0,0,16,13,13,1,2,22
CUT3412,IV,1030916,1031207,-,292,362,434,398,248,210,208,188,245,279,429,463,319,359,406,335,300,299,242,485,407,645,643,365,380,223,214,640,644,222,375,326,483,336,254
CUT3418,IV,1284934,1285206,+,273,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,4,6,9,4,8,0,1,0,1,2,0,1,0
CUT3423,IV,6283,6515,-,233,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
XUT_4F-500,IV,1080793,1081055,+,263,45,54,10,190,189,142,222,259,331,17,13,42,130,154,241,212,222,219,260,222,41,50,29,33,65,68,21,29,130,133,115,7,10,177
XUT_4F-505,IV,1092854,1093146,+,293,3,4,2,22,39,35,43,69,60,1,0,3,7,10,16,27,24,33,80,58,5,3,15,11,21,9,0,4,45,40,49,6,2,55
XUT_4F-523,IV,1158304,1158994,+,691,22,25,28,265,233,242,194,282,323,16,28,14,138,134,169,156,218,176,568,488,45,43,41,42,96,122,5,2,345,73,84,102,100,386
XUT_4F-522,IV,1157897,1158158,+,262,7,11,5,80,75,85,89,119,137,7,10,5,27,36,68,72,79,111,285,196,13,28,11,10,29,24,1,2,184,33,65,58,47,193
XUT_4F-521,IV,1157403,1157782,+,380,27,47,14,287,226,231,205,256,273,22,17,13,146,135,179,180,150,173,506,525,42,27,47,38,104,148,4,2,217,72,67,28,27,292
XUT_4F-526,IV,1165194,1166379,+,1186,101,121,10,718,590,700,873,979,1213,5,15,84,142,121,308,211,210,202,803,694,68,79,240,246,335,318,94,88,430,329,311,15,26,444
XUT_4F-524,IV,1162290,1162912,+,623,105,110,59,293,228,244,266,323,452,70,83,86,109,119,100,100,83,75,416,424,39,63,129,127,232,249,29,28,114,70,75,94,57,132
CUT3456,IV,1318343,1318835,+,493,40,29,6,154,121,131,169,208,284,13,17,19,135,136,197,149,111,102,144,133,48,53,93,88,170,198,38,40,81,44,36,16,6,100
CUT3461,IV,1414107,1414427,+,321,76,132,85,120,86,109,87,161,193,94,128,110,165,199,199,188,191,205,489,341,203,271,277,305,242,184,212,193,203,195,234,228,180,252
in_YDR397C.I1,IV,1266769,1266862,0,94,187,208,157,323,302,309,231,277,303,201,191,124,411,435,678,529,491,457,467,492,255,283,325,286,560,538,323,323,222,333,283,166,169,249
XUT_4R-506,IV,1234059,1236198,-,2140,290,302,118,367,391,415,416,532,640,136,175,256,366,357,951,798,529,550,575,471,444,540,788,721,789,789,402,335,381,277,260,157,103,424
XUT_4F-381,IV,804809,805140,+,332,681,711,246,810,792,877,714,761,788,327,289,462,974,997,1673,1412,1170,1096,881,818,954,1061,571,530,474,465,580,562,380,114,152,342,233,334
XUT_4F-384,IV,806025,806489,+,465,49,48,12,169,147,180,168,223,280,14,20,47,227,208,273,211,186,159,222,220,74,61,226,251,215,202,49,50,84,33,35,18,7,85
XUT_4F-377,IV,795688,796031,+,344,10,18,2,104,96,94,92,146,163,4,2,7,45,66,88,89,60,66,144,137,11,21,36,42,55,71,8,15,87,32,49,1,5,82
XUT_4F-376,IV,794449,795650,+,1202,213,220,55,1754,1574,1599,1722,2216,2611,59,67,184,539,487,871,773,610,546,1846,1734,121,129,333,356,505,510,110,100,728,433,372,26,23,815
XUT_4R-514,IV,1259765,1260102,-,338,4,12,4,80,58,52,75,101,86,2,6,6,20,47,65,76,61,39,94,89,3,15,21,21,55,46,20,17,46,49,45,11,8,43
XUT_4R-515,IV,1260500,1261398,-,899,182,192,35,744,721,651,601,876,1008,43,47,129,269,286,636,571,430,430,1348,1185,96,156,272,253,433,481,81,91,440,424,469,92,70,471
in_YDR059C.I1,IV,569633,569724,0,92,71,79,61,153,114,128,117,124,164,71,73,47,135,133,168,142,72,76,272,291,60,55,125,135,162,165,100,80,76,122,132,84,74,83
in_YDR424C.I1,IV,1319617,1319698,0,82,176,148,108,245,239,218,276,410,535,140,166,120,167,201,241,209,220,179,421,374,158,182,106,104,136,163,212,218,226,290,263,137,116,273
in_YDR424C.I2,IV,1319720,1319817,0,98,158,157,117,163,152,140,164,275,318,150,183,116,132,169,200,149,153,131,253,273,154,170,74,81,112,131,193,199,160,179,146,130,125,176
XUT_4F-395,IV,831782,832674,+,893,108,103,19,309,291,300,312,419,492,15,25,72,105,101,231,243,137,121,325,261,55,60,166,136,216,195,76,59,141,350,311,49,39,204
XUT_4F-348,IV,733537,734026,+,490,14,21,9,57,46,57,81,68,106,12,26,11,124,140,189,185,182,146,118,94,47,47,422,418,381,390,36,39,36,62,38,46,49,56
XUT_4R-546,IV,1337380,1338123,-,744,20,20,13,146,137,151,167,191,230,10,19,24,162,136,252,167,129,119,159,185,38,55,121,91,182,156,28,22,39,42,38,11,6,60
XUT_4F-342,IV,724074,726095,+,2022,93,105,121,545,449,502,338,397,454,133,132,77,1871,1932,1560,1457,1169,1156,1663,1525,755,884,1648,1525,1916,2111,134,107,754,215,175,154,125,810
XUT_4F-341,IV,721991,724024,+,2034,205,249,215,898,790,840,672,893,923,278,319,163,1839,1878,1547,1329,1041,982,1783,1752,652,716,1761,1679,2408,2446,221,230,818,406,367,228,210,945
XUT_4R-548,IV,1338162,1339480,-,1319,84,76,93,229,211,196,235,289,343,131,113,84,289,299,472,457,310,280,257,227,167,196,184,231,287,297,144,116,118,107,96,201,176,130
XUT_4F-340,IV,720490,720890,+,401,12,16,8,50,53,61,73,95,102,8,6,7,9,15,21,26,18,26,54,49,11,7,18,21,68,55,10,22,30,32,39,23,16,35
XUT_4R-549,IV,1340793,1342211,-,1419,118,117,56,335,302,290,322,432,464,75,113,97,256,292,513,526,418,358,535,453,170,231,374,384,479,511,244,313,237,287,355,234,181,274
XUT_4F-339,IV,718646,719854,+,1209,50,59,30,266,235,267,277,396,410,25,40,31,180,203,381,342,286,256,397,312,71,92,119,92,216,202,46,72,184,138,157,91,79,248
XUT_4R-552,IV,1353116,1353456,-,341,57,48,32,91,91,83,83,100,116,48,44,37,152,132,172,126,189,167,131,110,137,170,25,25,85,59,78,75,88,137,125,58,53,82
XUT_4F-331,IV,684908,685266,+,359,2,4,1,87,90,76,118,152,182,3,1,7,86,89,199,210,148,148,58,48,18,19,32,33,56,48,10,3,31,24,21,3,8,40
XUT_4R-521,IV,1274605,1275438,-,834,39,36,9,332,321,330,386,489,584,9,11,40,226,248,362,303,247,236,366,348,46,31,184,178,285,301,31,27,170,166,174,48,39,188
XUT_4F-361,IV,764123,764400,+,278,20,22,11,43,38,46,47,74,88,6,5,22,79,64,115,92,90,58,78,74,19,31,177,157,209,184,36,35,27,27,41,13,9,31
XUT_4R-529,IV,1291078,1292158,-,1081,131,103,27,590,497,569,474,590,786,44,43,63,1879,1905,2075,1642,1130,1113,683,590,537,478,911,859,1319,1223,127,85,249,136,140,72,83,271
CUT2086,IV,251541,252085,+,545,396,394,291,429,390,424,345,516,630,332,394,284,435,545,782,833,950,953,863,769,589,750,584,666,537,537,596,624,640,893,881,725,540,622
XUT_4R-527,IV,1279118,1279960,-,843,278,271,115,905,746,779,863,1098,1227,158,127,183,518,399,619,547,418,456,1085,1079,225,240,137,126,208,181,121,101,532,305,241,121,77,570
XUT_4F-350,IV,742097,742565,+,469,27,18,11,112,115,112,204,212,281,11,5,13,299,285,524,395,262,275,104,103,45,50,50,46,107,117,26,23,125,70,62,20,14,115
XUT_4F-354,IV,744252,744508,+,257,11,11,5,107,80,91,132,135,167,8,1,5,323,343,648,521,359,337,138,89,36,49,18,17,44,56,10,13,112,25,32,23,10,119
XUT_4R-535,IV,1311936,1312607,-,672,151,154,4,570,449,462,474,626,639,17,20,113,362,332,635,570,353,350,489,516,103,114,122,120,181,200,55,47,210,94,87,18,18,211
XUT_4F-352,IV,743419,743980,+,562,4,4,3,52,37,40,68,71,95,9,9,5,183,176,346,236,156,135,50,35,15,17,42,39,103,97,23,16,45,16,24,24,10,40
CUT2909,IV,1446817,1447039,+,223,0,2,0,53,31,43,85,122,121,1,2,0,39,54,98,104,79,78,98,60,8,3,28,17,67,80,6,1,80,17,17,4,0,56
CUT2911,IV,60632,62110,+,1479,139,140,43,732,599,669,831,1063,1046,63,55,130,193,181,317,266,191,189,388,314,54,59,180,165,155,185,114,107,250,54,48,118,105,305
CUT2826,IV,1379630,1380128,+,499,167,201,108,242,255,222,262,308,428,129,152,155,365,379,479,442,450,420,425,328,341,360,227,227,256,212,309,280,205,296,316,194,180,237
CUT2888,IV,310964,311243,+,280,34,53,3,438,382,421,513,613,669,4,1,14,73,96,149,103,85,83,353,333,15,12,36,35,100,78,11,14,125,116,113,4,3,143
XUT_4R-592,IV,1469982,1470286,-,305,33,51,15,197,146,177,149,230,257,26,25,24,209,170,218,185,105,88,225,209,45,61,445,373,742,747,51,35,94,66,74,25,21,82
XUT_4F-426,IV,926740,927038,+,299,68,69,18,349,271,349,341,413,393,23,28,54,243,245,402,298,171,150,364,329,64,43,322,268,208,189,34,57,104,144,115,10,21,122
